,description,type,Rent,Rooms,Living space,geometry,Gardens,PubliBike,Park,Public_transport,Year,District,CHF/m2/year
217,"
Your new living realm in Zurich
As of April 16th, 2023 we rent this beautiful 3.5 room apartment.

The apartment offers you the following amenities:
Living room and bedroom with parquet floor
Bathroom and kitchen with easy-care tiled floor
Spacious and bright rooms
Pet are allowed.

If required, a parking space can be rented for CHF 150.00 per month.

Vicinity:
Please note that the images serve as reference images and may differ from the original.

Have we piqued your interest? For a viewing appointment, please contact us in writing using the contact form. We look forward to your inquiry.
Read more",Attic flat,1990.0,3.5,72.0,POINT (8.5684166 47.4071701),0.010389258800155196,0.004879198023075809,0.001039902018386573,0.0010548379466472336,1971.0,Schwamendingen-Mitte,331.6666666666667
219,"2 Bedroom in Zurich Center
The self-check-in apartments offer a kitchen and a bathroom in a typical Zurich residential district in a quiet location in the city centre, close to the Sihl Promenade and many transport connections.

Friendly and appealingly furnished apartments, fair rates and a perfect housekeeping service guarantee a pleasant stay. The Apartments offer leisure and business travellers alike relaxation and tranquility in apartments with great infrastructure and facilities.

Hinweis: Die angezeigten Preise und Daten sind nicht unbedingt final und sollten nur zu Informationszwecken verwendet werden. Sie sind nicht Vertragsgegenstand und demnach nicht verbindlich.

Energieausweis
Dieses Gebaude unterliegt nicht den Anforderungen der EnEV.
Read more",Furnished flat,3753.0,8.0,70.0,POINT (8.5216742 47.3680541),0.015221274445826756,0.001855243634879887,5.189785488855727e-05,0.0013655634668408296,1978.0,Alt-Wiedikon,643.3714285714286
223,"2 Bedroom Apartment Senior
This spacious and tastefully furnished 2 bedroom apartment offers plenty of space and ensures maximum comfort of living. Each of the two separate bedrooms boasts a comfortable double bed and an adjacent bathroom with a shower or bathtub, elegantly separated from the sleeping area by a glass wall. In addition, there is a separate toilet. The highlight of the apartment is its large and open living area with quality leather sofas and armchairs, glass tables and flat screen TV. The trendy kitchen with an open dining area is fully fitted and caters for all the daily needs: from the glass ceramic stove, microwave with baking and grilling options, to dishwasher and coffee maker, to the espresso spoon.

The building is situated in a beautiful location in the 2nd district, just above the left bank of the Zurich lake. The lake promenade and the Belvoir park are just a few steps away. Thanks to the quiet but central location and numerous adjacent green and recreational areas, guests will find here a relaxing respite from the hectic daily routine. Shopping opportunities await the visitors in close proximity, while the city center can be reached in just 10 minutes by public transport. The Airport Zurich Kloten is less than a 40 minutes' drive away.

Read more",Apartment,6100.0,2.0,86.0,POINT (8.530230281652269 47.35257835),0.015557954496535258,0.0030754775336903233,0.000362951860169547,0.002069348162288082,1990.0,Wollishofen,851.1627906976744
225,"
2 room apartment in the center of Zurich
The self-check-in apartments offer a kitchen and a bathroom in a typical Zurich residential area in a quiet location in the city center, close to the Sihl promenade and many transport connections.

Friendly and attractively furnished apartments, fair prices and a perfect housekeeping service guarantee a pleasant stay. The apartments offer leisure and business travelers alike relaxation and tranquility in apartments with excellent infrastructure and facilities.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not the subject of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3190.0,3.0,30.0,POINT (8.5216742 47.3680541),0.015221274445826756,0.001855243634879887,5.189785488855727e-05,0.0013655634668408296,1978.0,Alt-Wiedikon,1276.0
226,"
Nice location in Zurich-Witikon
From October 1st, 2023 or by arrangement we are renting a beautiful 4.5 room apartment with 122 m2.

Good transport connections (bus); Near shopping center; Kindergarten and school can be reached in 10 minutes on foot.

We rent in a child-friendly property
- Spacious apartment with fireplace and balcony;
- Partly sloping ceilings;
- Parquet floors throughout the apartment.
- Bath/toilet, shower/toilet and separate toilet
- Kitchen with dishwasher
- Cellar available

Parking spaces can be rented.

The viewing appointment is on: October 11th, 2023 at 4:00 p.m. - 4:30 p.m

The images are example images.

Please ring Tischer’s bell.
Read more",Apartment,2360.0,4.5,122.0,POINT (8.595967101747453 47.35491905),0.006458566610119172,0.035646612661136265,0.0001761910587352716,0.0008928110236856377,1981.0,Witikon,232.13114754098362
227,"
Exclusive 7-room apartment in Zurich with balconies, fireplace and underground parking
In a well-kept property in a prime location, we offer you a high-quality, renovated 7-room apartment for rent. This exceptional property impresses with its strategic location, which positions it between the districts of Fluntern, Klusplatz and Hottingerplatz. In just a few minutes you can reach both bus and tram stops, which will take you comfortably to downtown Zurich.
The apartment is particularly attractive for families with school-age children, as schools are within walking distance. Nature lovers and sports enthusiasts will appreciate the proximity to the relaxing forests of the Zürichberg.





Read more",Apartment,5800.0,7.0,170.0,POINT (8.562308799380734 47.3711029),0.008864974914728888,0.0027885119661531467,0.000276970647962146,0.0021290828009004393,1957.0,Hottingen,409.4117647058824
228,"
Brand new modern and well located studio
This furnished apartment is the ideal accommodation for business travelers coming to Zurich. The furnished apartment impresses with its unique location and elegant design. In the studio you will find everything you need for work and leisure. in the comfortable living/sleeping area you will feel at home and in the kitchen you will find everything you need to cook. Of course, the apartment has its own bathroom with shower. All in all, this furnished business apartment offers all-round comfort in a prime location!

The apartment in Zurich includes the following services: WiFi Internet, satellite TV with international channels, laundry facilities, monthly cleaning (from a stay of 45 nights), bed linen, towels and all additional costs.

In the basement there are washing machines and dryers for free shared use.

The Serafe radio and television fee is not included in the rental price and must be paid by the tenant.

Note: the prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2464.0,1.0,21.0,POINT (8.5780496 47.3520164),0.0004051116696461861,0.017522933648956775,0.000686667869776056,0.0014173634024113285,1993.0,Weinegg,1408.0
229,"
2 room apartment in the city of Zurich
Quiet 2 room apartment in the center of Zurich
- completely furnished
- fully equipped kitchen
- Wi-Fi internet access incl.
- 24 hour hotline
- FLAT TV incl.
- all additional costs included (incl. electricity, Hot water, communal laundry room in the basement, etc.)
- SERAFE NOT INCLUDED.
- Pets on request
- Parking spaces permitted on request
- Parking spaces on request
- CLEANING 1 time per week included but without bed linen and towels
- Garbage disposal included
- Final cleaning included

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3040.0,4.0,40.0,POINT (8.5588528 47.3684737),0.011838828707073912,0.001129002102807952,6.270338264703104e-05,0.0017072382177459658,1896.0,Hottingen,912.0
230,"Sonnige Altstetten 3 Zim.,Keller,W-T. 7Min. zum Markt
Entdecke mit dieser 3-Zimmer Wohnung in District 9, Altstetten, was Zurich zu bieten hat. Komm an, und lebe dich sofort in dieser elegant eingerichteten Wohnung mit voll ausgestatteter Kuche, charmant Wohnzimmer und unserem engagierten Support-Team vor Ort ein. (ID",Furnished flat,3403.0,3.0,59.0,POINT (8.4794245 47.3891036),0.007470028746286513,0.005666176668447365,0.00030763947825486525,0.0018115972674211333,1947.0,Altstetten,692.1355932203389
231,"
Modern apartment in Zurich
The spacious 2.5 room apartment (66 m2) with two balconies is ideal for expats and can accommodate two people. The apartment has been newly renovated and is furnished in a modern style. The bedroom has a large double bed (210x200 cm), two bedside tables and a large closet. The living room has a sofa to relax on, a large dining table, a comfortable armchair, a sideboard, a multimedia station and a balcony. A separate dining area with an additional balcony, a beautiful kitchen and a bathroom with a bathtub complete this practical city apartment. The WLAN Internet access is included in the booking price - this enables you to easily book our additional room service offers online on site. Also included are all ancillary costs, the weekly cleaning of your apartment, changing the bed linen and shared use of the laundry room.

You can register with the city with the rental agreement.

Note: The prices and dates shown are not mandatory final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3360.0,4.0,66.0,POINT (8.571558 47.3583506),0.0018275456206052238,0.011215972229248921,0.00017279477402969964,0.0004514788574636101,1964.0,Hirslanden,610.9090909090909
233,"
Central apartment for two
High standing, bright 2.5 room apartment with large kitchen and balcony, very central but quiet location.

The apartment is fully equipped, including a flat screen TV and WiFi. A sofa bed in the living room provides additional sleeping space for guests. Household appliances such as a microwave, coffee maker, kettle, toaster, iron, vacuum cleaner and hair dryer are available. The kitchen is equipped with the usual utensils such as pots, pans, crockery and cutlery.




Please note that the provider charges an additional VAT of 3.7% on the total rental price.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3854.0,4.0,53.0,POINT (8.5581964 47.3538792),0.015592844166214015,0.004075180577172806,7.757159141681806e-05,0.0009543112223624817,1890.0,Mühlebach,872.6037735849056
234,"2 Bedroom Center Oerlikon
Quiet 2 Room in the center of Oerlikon/ Zurich
- completely furnished
- fully equipped kitchen
- Wi-Fi internet access incl.
- 24 hour hotline
- FLAT TV incl.
- all additional costs included (including electricity, hot water, communal laundry room in the basement, etc.)
- SERAFE NOT INCLUDED.
- Pets on request
- Parking spaces on request
- CLEANING 1 times a week including but excluding bed linen and towels
- Including garbage disposal
- Final cleaning included

Hinweis: Die angezeigten Preise und Daten sind nicht unbedingt final und sollten nur zu Informationszwecken verwendet werden. Sie sind nicht Vertragsgegenstand und demnach nicht verbindlich.

Energieausweis
Dieses Gebaude unterliegt nicht den Anforderungen der EnEV.
Read more",Furnished flat,3230.0,3.0,60.0,POINT (8.5465725 47.4136512),0.007252728130822688,0.0025594507110574412,0.0002472993240050351,0.0005736323736836573,1999.0,Oerlikon,646.0
237,"
Modern and central apartment!
We rent this 3.5-room apartment, which, in addition to modern furnishings, has the following amenities to offer:

- Living room and bedroom with oak parquet floors
- modern kitchen with oak parquet floors
- Glass ceramic stove and dishwasher
- Shower/toilet with ceramic plates
- Washing tower in the apartment
- spacious loggia
- Electric locking system
- Minergie certificate with controlled living space ventilation
- Basement compartment

The photos are visualizations that are used for illustrative purposes. You can find the exact room layouts on the website atrio-zuerich.ch.

A parking space for CHF 200.00 per month can be rented separately upon request.

ATRIO covers a wide range of needs: Centrally located in a vibrant environment with the best infrastructure and very good connections to public transport, you will find a safe and quiet home that is at the same time a place of retreat and a starting point for city life.

With a wide range of leisure options right on your doorstep, you can quickly cycle out into the countryside after work and on weekends, explore the hustle and bustle of the city with your friends or go to the playground with the kids.

Have we piqued your interest?
Then contact us directly in the online advertisement using “Contact provider”. You will then receive an automated email with the viewing information as well as the opportunity to apply digitally for the apartment and/or to ask us any questions.
Read more",Apartment,3337.0,3.5,97.0,POINT (8.4938457 47.3843834),0.006398751902178296,0.0007953447976153891,0.0009730285954845996,0.0016460650917606806,1956.0,Altstetten,412.82474226804123
238,"
Bright business apartment with 2 rooms
The business apartment offers a bedroom with a large double bed and a living room with a sofa bed for two people. The apartment can therefore accommodate up to four people. There is a seating area with a table and a fully equipped kitchen. In addition, the apartment is of course equipped with a bathroom. You can relax in the evening on the apartment's own balcony and end the day comfortably.

In the business apartment there is free Wi-Fi access and satellite TV with international channels is also available. Bed linen, bath towels and use of the washing machine in the basement are included in the price.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2968.0,4.0,40.0,POINT (8.4936102 47.3864258),0.007197393632826653,0.002779614331916976,5.347832136315393e-05,0.002257640450798922,1964.0,Altstetten,890.4
239,"
Centrally located 4.5 room apartment
We are renting out this unique apartment in the idyllic residential area immediately or by arrangement until November 30, 2026

The apartment impresses with the following key data:
- Parquet floors in all rooms
- Kitchen with ceramic hob and dishwasher
- Bath / WC
- Shower toilet
- Balcony
- Cellar compartment available

Have we piqued your interest?",Apartment,2700.0,4.5,94.0,POINT (8.4978148 47.3815526),0.00855578195874951,0.00019673808884298978,0.00028725480913741714,0.002287118530459712,1986.0,Albisrieden,344.6808510638298
241,"
Rent a central apartment in District 4
The property, which was renovated in 2019, boasts a very central location, with public transport and shopping opportunities in the immediate vicinity.

This modern 2.5 room city apartment offers you the following comfort:





Read more",Apartment,2500.0,2.5,73.0,POINT (8.5070822 47.38108355),0.001962498368857612,0.0033457144367850813,0.00025049985675855055,0.0033562599304608177,1973.0,Hard,410.958904109589
244,"
Fashionable Unterstrass, 2 rooms, basement, 10 min. A-sdt
Feel at home, no matter where you want to live. You will love this spaciously furnished District 6, Unterstrass 2-room apartment with modern interior design, fully equipped kitchen, and spacious living room. Ideally located, you are close to the best Zurich has to offer! (ID",Furnished flat,3909.0,2.0,54.0,POINT (8.5423257 47.3873896),0.015532184662163292,0.0003575484543283423,6.70093066678787e-05,0.0017025886915738244,1885.0,Unterstrass,868.6666666666666
245,"
Brand new modern and well located studio
This furnished apartment is the ideal accommodation for business travelers coming to Zurich. The furnished apartment impresses with its unique location and elegant design. In the studio you will find everything you need for work and leisure. in the comfortable living/sleeping area you will feel at home and in the kitchen you will find everything you need to cook. Of course, the apartment has its own bathroom with shower. All in all, this furnished business apartment offers all-round comfort in a prime location!

The apartment in Zurich includes the following services: WiFi Internet, satellite TV with international channels, laundry facilities, monthly cleaning (from a stay of 45 nights), bed linen, towels and all additional costs.

In the basement there are washing machines and dryers for free shared use.

The Serafe radio and television fee is not included in the rental price and must be paid by the tenant.

Note: the prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2352.0,1.0,20.0,POINT (8.5780496 47.3520164),0.0004051116696461861,0.017522933648956775,0.000686667869776056,0.0014173634024113285,1993.0,Weinegg,1411.2
248,"
Brand new modern and well located studio
This furnished apartment is the ideal accommodation for business travelers coming to Zurich. The furnished apartment impresses with its unique location and elegant design. In the studio you will find everything you need for work and leisure. in the comfortable living/sleeping area you will feel at home and in the kitchen you will find everything you need to cook. Of course, the apartment has its own bathroom with shower. All in all, this furnished business apartment offers all-round comfort in a prime location!

The apartment in Zurich includes the following services: WiFi Internet, satellite TV with international channels, laundry facilities, monthly cleaning (from a 45-night stay), bed linen, towels and all additional costs.

In the basement there are washing machines and dryers for free shared use.

The Serafe radio and television fee is not included in the rental price and must be paid by the tenant.

Note: the prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2464.0,1.0,21.0,POINT (8.5780496 47.3520164),0.0004051116696461861,0.017522933648956775,0.000686667869776056,0.0014173634024113285,1993.0,Weinegg,1408.0
249,"
Suite next to Oerlikon Train Station
This apartment offers everything you need for a carefree life. In addition to a double bed, this apartment offers a kitchen and a bathroom with a shower.
This business apartment is located in Zurich-Oerlikon, in an up-and-coming district for culture, trade fairs and sports and offers self-service check-in, an equipped kitchen, a bathroom and a balcony with a panoramic view.
The friendly and attractively designed apartment has an absolutely fair price and a perfect cleaning service. This business apartment offers relaxation and tranquility for both leisure and business travelers.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3230.0,3.0,50.0,POINT (8.5466598 47.4075882),0.01030423917449308,0.0027382830631682673,4.932844225071741e-05,0.002362928100578292,1931.0,Oerlikon,775.2
251,"
spacious apartment in Seefeld and directly located at Zurich Stadelhofen
In the immediate vicinity of Zurich's Seefeld, we rent this modern 2 room apartment by arrangement with the following advantages:

- Noble parquet floor
- Spacious kitchen with ceramic glass, dishwasher, granite cover
- Exclusive bathroom/toilet
- separate toilet
- Washing machine",Apartment,4450.0,2.5,94.0,POINT (8.550075916709428 47.364861000000005),0.02088318621794157,0.002548335734466896,0.0006167046851203338,0.0016969604138469914,1929.0,Mühlebach,568.0851063829788
252,"
Terrace Grande Loft Single
A unique living concept for a spacious lifestyle with style and a harmonious living atmosphere. A big plus is direct access to the terrace with a view of the urban city. You can find the Grande Lofts in different designs, fully equipped and some with a clever room system. Each design is thoughtfully and tastefully designed to give you the feeling of being at home.

Note: the prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
Energy certificate is not yet available / is currently being applied for
Read more",Furnished flat,2913.0,1.0,30.0,POINT (8.4869214 47.3897448),0.007732398713441614,0.002008357608932658,0.0001319427444435852,0.00035926015300393686,1963.0,Altstetten,1165.2
254,"
Cozy apartment near Irchelpark
This apartment in a great, well-connected location offers you the following amenities:

- Living room with parquet floors
- Bedroom with laminate flooring
- Corridor with wall cupboards
- Kitchen with usual standard equipment
- Bathroom/WC with bathtub
- Double washbasin and window
- two balconies
- Basement and attic compartment

The sample photos correspond to the construction standard and may differ slightly from the object on offer. Please see the attached floor plan for the exact room layout.

Parking is currently not available.

Various shopping opportunities such as a Migrolino as well as various service providers and restaurants can be easily reached on foot.

The property is very centrally located between the “Milchbuck” and “Hirschwiesenstrasse” tram stops, which are served by tram lines 4/ 9/ 10/ 14 / 17.

The university's nearby Irchelpark invites you to enjoy extensive leisure activities such as jogging, walking or cycling. For water enthusiasts, the beautiful Allenmoos outdoor pool can be reached in 10 minutes on foot.

Have we piqued your interest?

Then contact us directly in the online advertisement using “Contact provider”. You will then receive an automated email with the viewing information as well as the opportunity to apply digitally for the apartment and/or to ask us any questions.
Read more",Apartment,1690.0,2.0,54.0,POINT (8.5422622 47.3994619),0.005233002095124644,0.0023153461958614523,0.00027395938829087,0.001477573421667578,1943.0,Unterstrass,375.55555555555554
256,"
Central location - idyllic and quiet
As of January 16th or by arrangement, we are renting this unique apartment in the beautiful residential area with the following attributes:

- Apartment on the sunny side
- Rooms very bright and spacious
- Entire apartment laid with parquet
- Kitchen with ceramic glass and dishwasher
- TV and telephone connection available in all rooms
- Elevator

good to know:

- Oerlikon train station in the immediate vicinity
- child-friendly environment with lots of entertainment
- Optimal transport connections to local public transport
- Good shopping opportunities in the immediate vicinity

Have we piqued your interest? Then do not hesitate to contact us.

Important->The images are for reference and may differ from reality.
Read more",Apartment,2080.0,3.0,63.0,POINT (8.544339701055332 47.413431900000006),0.008701320356481555,0.0007170427389898024,0.0008079324367350128,0.0011053896649488536,1931.0,Oerlikon,396.1904761904762
264,"
Spacious 2 room apartment
The furnished business apartment is the ideal accommodation for business travelers who come to Zurich with their families. The furnished apartment impresses with its unique location and elegant design. On 40m2 you will find everything you need for work and leisure. A total of four beds are available in two rooms. The bedroom has a double bed. In the living area there is an additional couch with a pull-out function. The spacious living room with adjoining kitchen also offers a comfortable seating area. You can cook in the kitchen and of course there is a bathroom in the apartment. All in all, this furnished business apartment offers all-round comfort in a prime location! A private terrace is another plus of the apartment.

The apartment in Zurich includes the following services: WiFi Internet, satellite TV with international channels, washing facilities, monthly cleaning, bed linen, towels and all additional costs.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2968.0,4.0,40.0,POINT (8.4936102 47.3864258),0.007197393632826653,0.002779614331916976,5.347832136315393e-05,0.002257640450798922,1964.0,Altstetten,890.4
265,"
Executive apartment with terrace in Altstetten - no stove!
The apartment has a kitchenette WITHOUT stove and oven (see photo).
A microwave can be provided on request free of charge.
The kitchen also has a Nespresso capsule machine. You will be given two capsules as a welcome gift.
All rooms are modernly furnished with a comfortable seating area, desk and parquet floor.
Bathroom with shower and hairdryer
Free WiFi, USB ports and network cables
Partly TV system with 200 free films
Partly Balcony or terrace
Weekly cleaning service including bed linen change
Breakfast buffet or snacks for on the go in the restaurant on request
There is a separate fitness room in the building.

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes . They are not part of the contract and are therefore not binding.

Energy certificate
Energy certificate is not yet available / is currently being applied for
Read more",Furnished flat,3852.0,1.0,26.0,POINT (8.4869214 47.3897448),0.007732398713441614,0.002008357608932658,0.0001319427444435852,0.00035926015300393686,1963.0,Altstetten,1777.8461538461538
267,"2 Bedroom Apartment Junior Terrace
This charming penthouse apartment with a balcony and a view overlooking the city is a perfect place to unwind after a stressful day. White marble flooring, chic glass elements, bright designer furniture and sand-colored hues give the apartment an elegant touch. The open living and dining area features a snug sitting corner, flat screen TV (excl. tax for the use of TV) and a large dining table. The well-lit, modern kitchen is fully fitted offering a glass ceramic stove, microwave with baking and grill function, coffee maker, as well as pans, crockery and cutlery. Both bedrooms tempt with a comfortable double bed and offer sufficient space to relax. The high quality bathroom with a bathtub features a hair dryer, hand towels and company-branded toiletries.

The residence is situated in a central and yet very quiet area in the trendy Wiedikon district. Directly beside the building lies the Goldbrunnenplatz with its numerous transport links (tram 9/14, bus 32/67), restaurants, cafes and shopping opportunities. Visitors can reach the Wiedikon railway station and the city center in about 10 minutes. Thanks to many parks and green areas guests will be able to escape the urban hustle and bustle in no time. The location constitutes a perfect base for those who want to enjoy all benefits of a central location and still stay close to the nature. Please note that all apartments are equipped with a TV with international channels (TV taxes are not included in the rent).

Read more",Apartment,4180.0,2.0,49.0,POINT (8.5147617 47.3708105),0.009139788656644334,0.0005777928210187117,0.00011330281195372544,0.0010268201227119685,1932.0,Sihlfeld,1023.6734693877551
268,"
Apartment with charm and character
From December 1st, 2023 or by arrangement, we are renting this beautiful apartment in a central location in District 6. The property was completely renovated in 2012 and offers the following modern interior design:

- Apartment equipped with large-format porcelain stoneware tiles
- Living room/bedroom with oak parquet
- modern kitchen with glass ceramic and steamer
- Bath / WC
- Separate toilet
- own washing tower
- cozy balcony facing the inner courtyard
- Cellar compartment in the basement

Have we piqued your interest? Please contact us to arrange a viewing appointment.

PS: The images published may be photos of similar apartments.
Read more",Apartment,3975.0,5.0,101.0,POINT (8.543978789213995 47.38752805),0.015296505261749247,0.0018418456559032871,0.00025058315680333705,0.0002646045374190257,1926.0,Unterstrass,472.2772277227723
270,"
3.5 room apartment in a central location - RENT WITHOUT DEPOSIT
We are renting out the centrally located 3.5 room living room immediately or by arrangement with a limited period until November 30th, 2026 with the following key details:

- Contemporary kitchen with dishwasher and ceramic hob
- Bath / WC
- Balcony
- 3-piece closet in the corridor
- Basement compartment
- Car parking space can be rented upon request. Fr. 160.--/month

(The images are not object specific)

Have we piqued your interest? We are looking forward to your contact.
Read more",Apartment,2460.0,3.5,81.0,POINT (8.4978148 47.3815526),0.00855578195874951,0.00019673808884298978,0.00028725480913741714,0.002287118530459712,1986.0,Albisrieden,364.44444444444446
271,"
Suite in City
*Please note that these are example photos and that the furniture or interior might vary. The standard of this apartment is as advertised here*
*Please note that these are sample photos and furniture or fittings may vary. The standard of this apartment is as indicated here*.
Quiet suite in the center of Zurich
- completely furnished
- fully equipped kitchen
- Wi-Fi internet access incl.
- 24-hour hotline
- FLAT TV incl.
- all additional costs included (including Electricity, hot water, shared laundry room in the basement, etc.)
- SERAFE NOT INCLUDED.
- Pets on request
- Pitches on request
- CLEANING 1 x per week including but excluding bed linen and towels
- Included Garbage disposal
- Final cleaning included
- There is a fully equipped kitchenette and a private bathroom.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2613.0,1.0,30.0,POINT (8.544295 47.4007855),0.006621177261832578,0.0037309194064596533,0.0005296098660308025,0.0009481972045687314,1929.0,Unterstrass,1045.2
273,"Mode Wiedikom 2.5 Zim.+W-T, +Lag, 5 Min. zum Markt
Fuhl dich wie zu Hause, ganz egal wo du mit wohnen willst. Du wirst von dieser komfortabel moblierten District 3, Wiedikon 2-Zimmer Wohnung mit moderner Inneneinrichtung, voll ausgestatteten Kuche, und komfortabel Wohnzimmer. Optimal gelegen, hast du das Beste, was Zurich zu bieten hat, ganz in der Nahe! (ID",Furnished flat,3993.0,1.0,77.0,POINT (8.5187647 47.3703941),0.013114885514660024,0.0006818765431877387,0.00011614687773111886,0.00040138561987418094,1988.0,Sihlfeld,622.2857142857143
274,"
Zurich City Suite
Our Zurich City Suite is located within walking distance of the main train station in the heart of the old town in a historic building from the 19th century.

The suite shares an entrance with the office and is completely separated by the hallway and its own soundproof door. Three well furnished rooms, a modern bathroom and an additional separate small guest toilet combine historical flair with modern attributes, classic comfort and urban elegance.

The ""corner room"" of the City Suite with three windows serves as a living room or meeting room and offers a magnificent view of a tree-lined square, a church and the University of Zurich. There is a desk for laptops that can be connected to a 32 inch TV screen via HDMI. The room has comfortable antique chairs and a sofa around a coffee table. The sofa folds out into a double bed (200 x 160 cm) for extra guests.

The bedroom has a large round bed (225 cm), a clothes hanger and a chest of drawers. The bathroom is an elegant, modern shower room with a wide washbasin, a large mirror and an ensuite shower toilet (Geberit). There is also an additional visitor toilet.

The dining room and the open kitchen are combined into one spacious room.

On the 6th floor there is a 220 m2 roof terrace with an impressive 360 degree view over the city, the shared with the residents of the house. The washer and dryer are on the 5th floor. There is also a laundry service across the street.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3780.0,5.0,60.0,POINT (8.5449309 47.3739318),0.01869259002166882,0.0006278198623872703,4.660211079957512e-05,0.0020061671006422065,1917.0,Rathaus,756.0
277,"
Single apartment in a top location
We rent this great apartment in a very central location. The apartment offers you the following standard of construction:

- closed kitchen",Apartment,2020.0,1.5,44.0,POINT (8.528048700998081 47.36002675),0.014373547951361898,0.002957620012918106,0.0008901759522212321,0.0018205921192983182,1954.0,Enge,550.9090909090909
278,"
Your new oasis of well-being in the heart of Zurich-Enge!
We rent this spacious 3.5 room apartment. In addition to the attractive floor plan, this apartment impresses with, among other things, the following comfort:

- Parquet throughout the apartment, some of which are listed buildings
- bright bathroom with mosaic
- Rain shower
- Air conditioning units
- spacious kitchen with ceramic glass, dishwasher, lots of storage space and a large window
- Bathroom with shower
- Bathroom with bathtub

In just a five-minute drive you can reach Zurich train station, from where you can take advantage of the best connections to, for example, Zurich Airport, Winterthur or Baden.

Shops such as a Coop can be reached in just 5 minutes on foot.

There are various leisure options available to you, such as a fitness studio or an indoor swimming pool, which can be reached in a maximum of 5 minutes by car.

Have we piqued your interest?
Then contact us directly in the online advertisement using “Contact provider”. You will then receive an automated email with the viewing information as well as the opportunity to apply digitally for the apartment and/or to ask us any questions.
Read more",Apartment,5840.0,3.5,137.0,POINT (8.534309811605446 47.36537245),0.022354665025404348,0.0016359439181390602,0.00020954266965124557,0.0019403798492985843,1905.0,Enge,511.53284671532845
282,"2 Bedroom Apartment Senior Terrace
This spacious recently renovated and freshly furnished apartment with 2 bedrooms and a balcony is a perfect choice for families, flat shares or groups of up to four people. One bedroom serves as an ideal rest area with a comfortable double bed, flat screen TV and plenty of storage space. The bright, adjacent bathroom with a double washbasin and a shower features a hair dryer, hand towels as well as toiletries. The second bedroom is also equipped with a cosy double bed ensuring sufficient privacy and a good night's sleep. The open living and dining area has a sitting corner, flat screen TV as well as a large dining table. The spacious kitchen is modern and fully fitted offering a glass ceramic stove, microwave, oven, coffee maker, kettle as well as pans, crockery and cutlery. The apartment has been recently renovated and features new, modern furnishings and equipment.

The property is situated in the heart of the vibrant 5th district, just below the bridge Hardbr'cke, which connects Zurich West and Aussersihl districts. The up-and-coming industrial district near the Escher-Wyss-Square is home to many office buildings, restaurants, hip small shops and cafes as well as to concert halls, cinemas, green areas and obviously to the river Limmat, that lies right on the doorstep. The lively Langstrasse is within walking distance. In front of the property, visitors will find a tram stop and the Hardbr'cke railway station can be reached in 2 minutes on foot. The station offers plenty of train connections in all directions. The main railway station is just one stop away from the property and the Airport Zurich Kloten can be reached in about 12 minutes.

Read more",Apartment,4080.0,3.0,80.0,POINT (8.5199199 47.3879241),0.006809556168908561,0.0005746031326031714,0.0005978663613005815,0.00012571795183278242,1983.0,Escher Wyss,612.0
